X,Y,Z,VX,VY,VZ
      0.57,       4.03,       0.73,       2.74,      56.88,       1.29 
      4.42,       5.75,      10.31,      56.22,      73.00,     129.76 
     20.72,      -1.65,      11.93,     259.55,     -20.83,     149.26 
     17.15,      -2.37,       0.77,     216.71,     -30.17,       9.93 
    -12.15,       6.05,       4.16,    -153.96,      76.68,      53.42 
     -3.27,       5.37,     -16.08,     -41.58,      67.03,    -201.47 
    -13.54,       1.66,      -3.16,    -169.61,      20.59,     -40.79 
    -16.69,      22.40,       8.67,    -209.35,     280.73,     107.13 
     -7.52,      13.93,      -9.55,     -94.22,     174.34,    -119.42 
     13.61,      -0.92,       3.11,     171.95,     -11.10,      38.77 
     -8.04,       9.38,      -0.57,    -101.67,     118.57,      -5.81 
     13.20,     -10.97,      -2.86,     168.22,    -138.63,     -36.90 
    -10.83,       4.31,       7.26,    -134.30,      53.71,      90.66 
    -10.97,      -6.22,      -7.21,    -118.72,     -63.46,     -71.77 
     19.03,       2.70,      -5.69,     238.76,      33.95,     -71.53 
    -10.80,       9.46,       0.09,    -136.04,     119.63,       1.49 
     -2.89,      -4.31,      -4.12,     -39.66,     -58.29,     -60.00 
     -9.81,       9.82,       7.27,    -124.10,     124.79,      92.30 
     -3.75,      -4.98,      -4.52,     -53.43,     -67.07,     -60.95 
     -3.37,       1.07,      -0.35,     -46.32,      14.47,      -0.42 
      6.85,      14.40,       1.98,      87.09,     182.92,      25.11 
     11.24,      10.23,       6.92,     141.69,     128.91,      86.22 
    -16.56,      -9.69,      13.46,    -207.42,    -121.55,     169.40 
     -5.02,     -18.85,      -5.53,     -62.77,    -235.39,     -69.81 
     -9.98,       4.41,       5.24,    -126.87,      58.62,      66.41 
     -9.56,      -1.08,      14.04,    -121.47,     -12.66,     177.33 
      7.39,       8.29,      14.13,      93.84,     104.02,     178.15 
    -40.94,      10.01,       3.19,    -510.09,     126.64,      38.95 
    -14.55,      -8.93,      -1.48,    -181.09,    -110.89,     -18.76 
     -4.73,       6.25,       5.38,     -64.96,      81.79,      71.05 
     -7.40,      -2.21,       7.89,     -94.07,     -28.76,     101.16 
     -6.75,      14.81,      -5.78,     -85.60,     186.54,     -72.83 
     -9.57,      -3.21,     -14.20,    -120.34,     -40.05,    -177.81 
      3.57,      10.08,      -0.68,      43.70,     128.74,      -9.18 
     -6.22,      -1.66,      -7.52,     -77.73,     -20.86,     -93.51 
     -6.50,       7.27,       7.69,     -84.38,      93.13,      99.23 
      8.73,       8.52,       5.50,     111.25,     109.39,      71.73 
     -7.41,      -5.90,       4.22,     -97.52,     -75.04,      54.74 
      8.40,      -5.36,      16.52,     105.82,     -67.99,     208.47 
      8.51,     -11.30,      16.76,     107.34,    -141.88,     210.15 
    -11.09,     -12.71,      -2.74,    -137.51,    -158.10,     -34.04 
     -6.17,     -12.30,      -6.26,     -71.17,    -171.56,     -93.14 
     -0.05,      -6.32,       4.00,       0.14,     -62.83,      51.40 
      0.96,     -10.18,      -3.50,      11.30,    -116.62,     -29.42 
     -0.11,     -16.80,      10.67,      -1.06,    -210.92,     134.50 
     -5.92,      12.62,       9.15,     -73.95,     159.32,     116.02 
      5.57,      10.04,      19.47,      70.18,     126.67,     244.89 
      7.14,      -2.28,      20.47,      89.32,     -27.50,     256.98 
     -5.98,      -2.65,      -8.21,     -77.29,     -33.74,    -104.57 
     -5.03,     -16.29,      -8.34,     -63.16,    -204.58,    -104.25 
     10.28,      -5.35,     -11.38,     131.10,     -67.06,    -145.24 
      5.39,       0.17,      19.05,      68.52,       1.53,     239.04 
     12.80,      -3.89,     -18.01,     161.54,     -49.16,    -226.34 
    -10.77,       6.57,      -8.35,    -136.74,      83.73,    -105.63 
     -5.76,      -3.69,      -8.75,     -73.57,     -48.03,    -113.68 
      3.09,      24.27,       8.22,      38.60,     303.96,     103.38 
     18.22,       6.45,      -1.52,     229.45,      81.26,     -19.64 
      0.01,      -7.41,      10.76,      -1.70,     -95.31,     136.87 
     -3.05,       6.37,       9.31,     -42.53,      82.19,     118.70 
    -24.75,       1.33,       8.75,    -311.07,      15.13,     112.55 
     -6.68,       6.68,       5.96,     -85.91,      86.51,      77.66 
      5.20,     -11.92,       7.05,      66.80,    -151.53,      89.67 
     10.91,     -13.57,      -4.70,     138.04,    -171.17,     -58.91 
      4.70,      -5.96,       4.70,      62.59,     -79.87,      62.40 
      8.71,      14.65,       6.32,     109.07,     182.35,      78.91 
      5.40,      -4.95,       3.39,      71.04,     -66.88,      47.78 
      4.84,      -0.80,       0.51,      61.31,     -14.73,      10.32 
      1.44,       0.60,       2.96,      17.60,      -0.30,      42.33 
     -6.56,      -9.17,       2.46,     -81.79,    -113.53,      29.42 
      4.26,       8.83,      -9.19,      55.31,     112.09,    -118.68 
     -9.67,      -4.83,     -26.18,    -122.69,     -60.42,    -328.37 
     -3.18,       4.53,     -10.26,     -40.15,      57.44,    -128.75 
      8.02,       0.66,       8.63,     103.44,       9.80,     111.77 
     -6.16,       5.43,       1.63,     -79.45,      71.91,      18.38 
    -12.36,      -1.25,      -4.15,    -138.50,     -18.73,     -51.80 
    -12.76,       2.25,       4.50,    -159.35,      28.88,      58.15 
      1.52,      -2.41,       5.98,      25.98,     -32.90,      63.66 
     -3.91,       3.92,      -3.47,     -58.64,      48.78,     -47.98 
     -9.56,       4.75,      -9.28,    -119.40,      60.23,    -115.56 
      0.91,      -1.73,     -16.92,      11.68,     -22.22,    -214.00 
     -6.38,     -12.04,      -7.80,     -80.35,    -150.86,     -98.68 
     -8.40,       9.91,      -1.08,    -106.26,     127.23,     -11.62 
     -5.56,       8.18,       7.36,     -69.66,     101.87,      92.13 
     22.50,      -5.90,       5.72,     282.29,     -74.04,      71.86 
      3.32,      -4.34,      -4.31,      45.99,     -59.73,     -58.29 
      2.69,     -19.02,       8.17,      34.27,    -239.06,     103.35 
    -11.69,     -17.01,      -0.03,    -145.16,    -212.73,      -0.92 
     -0.98,      19.76,       7.03,     -11.38,     247.70,      88.48 
      4.38,      16.04,       3.33,      54.46,     202.89,      43.60 
      6.27,      20.63,     -15.89,      79.05,     258.98,    -199.58 
     -8.38,      -6.49,     -14.29,    -103.48,     -80.91,    -178.43 
    -16.79,      10.79,       2.42,    -210.02,     135.62,      31.64 
      7.33,      -6.36,       5.68,      94.86,     -83.10,      73.77 
      3.53,       0.17,       2.41,      43.40,       1.87,      29.66 
     -8.90,     -12.95,      -7.35,    -112.29,    -161.65,     -92.56 
      8.47,      -3.11,     -11.56,     107.87,     -38.43,    -146.98 
      5.41,       4.97,      -9.01,      67.72,      63.74,    -115.37 
      8.47,      -3.26,      11.25,     108.37,     -40.68,     143.16 
    -14.93,       2.33,      -9.43,    -187.77,      29.64,    -118.86 
     -3.59,     -19.26,       2.50,     -44.95,    -242.14,      31.46 
      1.83,     -11.15,       6.06,      23.01,    -139.04,      76.12 
     26.64,      33.13,     -26.89,     333.62,     414.43,    -335.87 
     14.20,      11.16,      -2.24,     179.32,     140.38,     -28.61 
    -11.49,       7.60,      -9.93,    -143.61,      94.69,    -124.25 
      3.67,      -3.53,       3.98,      52.18,     -50.53,      53.65 
      1.76,       7.64,     -18.91,      22.08,      96.28,    -236.79 
     -7.25,     -11.32,     -15.83,     -90.80,    -141.71,    -198.58 
      3.05,       1.95,      -4.85,      43.87,      21.81,     -61.88 
     31.70,       7.46,       7.30,     398.66,      93.47,      90.21 
      8.55,      15.01,       2.37,     107.95,     188.59,      31.11 
     -8.80,      -3.01,      10.98,    -112.31,     -37.61,     139.48 
     -1.08,     -12.91,     -12.93,     -12.79,    -162.52,    -163.01 
      3.46,       3.92,      -4.15,      51.40,      55.44,     -63.43 
      0.37,       9.46,      10.29,       3.59,     120.61,     130.41 
     -8.28,      -6.61,      14.98,    -105.81,     -82.45,     189.47 
     -4.79,       1.10,      -3.11,     -64.22,      13.46,     -42.43 
     -3.85,      18.08,      -5.40,     -48.28,     226.15,     -67.14 
     43.20,     -61.49,      -3.51,     540.29,    -769.83,     -43.85 
      8.25,       4.50,      -4.22,     105.66,      60.10,     -54.88 
      5.83,      -4.41,      -8.91,      74.72,     -57.27,    -115.05 
      9.10,       7.29,       5.77,     116.00,      94.28,      72.46 
     -9.09,      -3.09,       8.80,    -115.38,     -40.74,     113.27 
      4.22,       4.98,      -7.35,      56.01,      61.05,     -95.04 
      4.71,      -0.39,      11.98,      60.64,      -3.93,     153.45 
      4.79,      -6.07,     -14.25,      60.91,     -78.33,    -180.94 
     -9.91,       3.25,      -5.98,    -126.25,      41.92,     -74.46 
      3.87,      10.62,      -7.27,      49.71,     134.97,     -91.39 
     -8.72,      -0.68,     -14.79,    -109.91,      -8.55,    -185.54 
     14.92,       2.66,      -9.93,     188.36,      33.61,    -125.94 
      0.05,     -11.65,      14.44,       1.08,    -147.43,     180.95 
     -0.44,      22.87,      -1.77,      -4.74,     286.36,     -22.53 
     -6.33,      14.78,       8.49,     -80.33,     186.22,     108.23 
     11.43,      15.57,     -12.98,     144.11,     196.10,    -163.76 
      9.74,     -17.24,      -2.11,     123.13,    -217.11,     -27.48 
     21.44,      -1.73,      -8.11,     269.65,     -21.74,    -101.58 
     -3.50,      13.04,      -4.87,     -44.70,     165.81,     -61.12 
     17.10,      13.37,       3.25,     215.05,     167.99,      40.61 
     -6.14,       1.70,      13.62,     -78.32,      23.33,     170.70 
    -12.88,       2.53,      -5.03,    -160.01,      31.88,     -62.47 
      0.09,      -7.92,     -10.42,       1.26,     -98.87,    -129.94 
    -11.92,      -4.59,       7.12,    -150.87,     -58.48,      89.90 
     -3.78,       2.60,      -4.77,     -53.64,      33.04,     -64.23 
     14.87,      11.21,       3.32,     185.95,     139.68,      41.60 
      2.14,       9.32,       4.21,      26.06,     120.43,      53.99 
     -5.11,      -5.73,      19.77,     -63.64,     -71.70,     247.83 
      7.49,      -4.39,     -12.21,      94.34,     -57.14,    -155.31 
     -3.59,      -6.88,       5.51,     -45.97,     -92.47,      69.82 
    -17.64,      -6.85,     -17.16,    -222.67,     -85.92,    -216.51 
     10.14,       5.31,      15.00,     128.26,      68.23,     189.89 
    -10.31,      -8.34,       2.11,    -130.21,    -106.20,      29.00 
      5.84,      -8.20,      -9.97,      75.95,    -104.17,    -126.84 
     -6.70,     -13.45,     -14.53,     -82.86,    -168.89,    -183.57 
     -2.27,       5.32,       0.39,     -26.64,      70.84,       8.85 
      7.75,     -10.70,       8.57,      98.64,    -135.97,     107.27 
      6.87,      -6.95,       5.41,      88.62,     -89.88,      68.81 
     -5.37,      13.86,       8.35,     -69.38,     174.78,     105.65 
      5.09,      13.25,     -10.92,      64.92,     167.04,    -137.48 
      3.49,       3.80,      -4.20,      50.06,      57.07,     -58.94 
      0.43,      19.81,      -3.40,       4.58,     247.30,     -42.13 
     10.68,     -13.85,       1.31,     134.69,    -175.21,      16.91 
     12.45,     -12.33,      -2.16,     157.85,    -155.26,     -28.17 
      2.27,     -15.69,       9.33,      29.21,    -197.96,     117.86 
     -5.50,       5.19,       0.19,     -75.49,      67.66,      -1.39 
      7.19,      -2.77,      17.23,      90.55,     -34.86,     214.49 
      8.23,      12.06,      -7.52,     104.01,     150.99,     -93.87 
      7.86,      -3.39,     -20.41,      98.62,     -42.82,    -254.82 
     -3.77,      15.84,     -14.99,     -46.88,     198.29,    -187.76 
      8.51,      -1.68,      -5.98,      95.69,     -14.34,     -66.92 
    -15.28,      -1.18,       9.33,    -192.14,     -14.89,     118.21 
     15.92,     -17.55,       0.25,     200.13,    -221.04,       4.94 
      2.07,     -12.90,      15.80,      26.46,    -161.05,     197.28 
     13.05,     -11.17,       5.21,     165.22,    -140.70,      66.61 
     -5.49,      -6.45,      15.41,     -69.17,     -80.13,     193.64 
      6.20,       4.24,       8.44,      80.48,      56.63,     109.42 
      8.11,      -5.59,       2.51,     103.00,     -73.00,      32.73 
      7.08,      12.58,     -17.03,      89.62,     156.93,    -212.88 
      3.87,      -2.15,      -1.31,      31.54,     -32.40,      -8.99 
      3.96,       0.02,     -12.14,      49.86,       2.44,    -153.74 
     -5.47,       3.01,       1.64,     -74.22,      43.01,      27.25 
    -11.90,      -9.15,       8.64,    -148.54,    -114.63,     108.07 
     -6.78,      -4.53,      -5.95,     -87.76,     -60.56,     -78.00 
     15.27,      10.89,      10.90,     190.53,     136.01,     136.33 
      2.65,     -10.86,      10.95,      33.90,    -138.49,     139.63 
     19.88,       5.48,      -8.65,     249.49,      69.10,    -108.45 
     -1.38,       9.18,      16.79,     -17.11,     115.52,     211.63 
     -9.58,       7.17,       0.66,    -122.77,      93.24,       9.36 
     12.03,      -8.06,       5.99,     152.86,    -101.90,      76.88 
      6.34,      -2.86,       6.32,      83.55,     -37.92,      83.30 
      7.91,       8.29,     -15.33,      99.75,     105.86,    -193.63 
     -8.65,      16.32,      -0.33,    -108.28,     203.91,      -3.65 
      2.31,      -6.45,     -22.96,      29.75,     -81.15,    -287.93 
    -13.59,      -8.88,       1.19,    -169.34,    -114.40,      16.28 
      3.20,       0.22,      -1.07,      46.45,       8.15,     -19.27 
    -11.04,     -16.25,      -3.16,    -138.71,    -203.65,     -40.34 
     18.18,       0.50,       3.97,     229.48,       6.34,      49.99 
      4.25,      -6.40,      12.40,      52.86,     -80.95,     156.47 
     -0.87,      14.84,      10.95,     -10.89,     186.73,     138.25 
    -12.96,      -0.24,      -9.26,    -164.14,      -2.20,    -117.31 
    -18.50,       5.55,      -6.37,    -231.33,      69.40,     -80.51 
    -15.40,       4.65,      -7.91,    -193.37,      57.97,     -99.98 
     -4.89,       5.47,       8.74,     -61.36,      70.16,     112.57 
      6.19,     -10.82,     -13.53,      78.97,    -136.74,    -170.45 
    -13.66,      -0.47,     -15.42,    -170.95,      -5.95,    -193.70 
     -1.22,      -7.20,     -11.38,     -14.61,     -91.85,    -145.55 
      0.12,      14.17,      13.01,       2.14,     178.39,     164.14 
     -9.17,      10.56,       0.36,    -115.47,     132.69,       6.04 
      0.13,       7.50,       7.21,      -7.35,      87.62,      79.85 
     -1.57,       2.03,       7.94,     -17.01,      27.88,     103.19 
     -9.06,       8.44,       6.75,    -116.30,     108.05,      84.96 
     -2.20,      -5.45,       3.93,     -29.61,     -72.86,      53.98 
     12.83,     -11.21,      -8.78,     162.43,    -141.66,    -110.92 
      6.77,       0.81,      -1.35,      75.80,       2.03,     -12.70 
      2.50,      -2.02,      -3.02,      29.13,     -30.21,     -39.57 
     -6.28,      10.00,      10.50,     -79.06,     126.48,     132.36 
     10.24,     -11.51,       8.73,     129.74,    -145.05,     110.63 
      6.20,      -8.20,      -5.79,      82.05,    -105.47,     -74.77 
      2.34,     -13.65,       7.46,      30.20,    -172.10,      94.66 
     -8.98,       9.14,      -2.87,    -115.18,     117.15,     -37.49 
    -44.69,     -20.53,      -1.20,    -559.66,    -258.23,     -15.12 
     10.14,      10.86,      -6.81,     127.05,     134.98,     -84.61 
     -4.30,      -1.06,       3.29,     -51.48,      -2.39,      36.30 
      7.83,      -8.67,       4.45,     100.97,    -110.25,      57.11 
     11.89,      -9.36,      15.05,     149.56,    -117.94,     189.09 
     16.40,     -15.59,       3.82,     206.59,    -195.70,      47.75 
     -5.15,       2.31,     -17.23,     -64.38,      28.83,    -215.58 
     -5.54,     -16.81,       6.43,     -69.09,    -211.11,      81.22 
     -9.23,      -4.70,       3.40,    -117.84,     -59.62,      45.21 
      7.73,      -6.74,      -4.50,     100.15,     -87.39,     -60.08 
      9.95,       5.94,     -13.17,     127.27,      75.36,    -166.80 
     -9.96,       3.97,     -23.44,    -111.72,      37.30,    -251.84 
     15.80,     -14.24,      -4.93,     198.85,    -179.78,     -61.75 
      8.62,      -0.64,      15.14,     109.29,      -7.50,     191.85 
    -13.72,      -8.08,      -2.60,    -171.37,    -101.71,     -32.96 
      9.13,      -9.46,      29.46,      99.72,    -111.42,     333.85 
      3.80,       4.67,       4.73,      52.27,      62.24,      62.57 
      4.24,      -1.06,      17.99,      53.79,     -13.21,     225.26 
      1.62,      13.51,      -8.40,      20.78,     168.03,    -103.46 
      0.19,     -22.00,       3.11,       2.59,    -275.19,      38.81 
     -1.01,      -4.76,      -8.30,     -11.75,     -62.27,    -107.29 
      2.23,     -12.65,       9.42,      28.31,    -157.58,     117.57 
    -11.42,      -6.49,       2.52,    -141.74,     -81.29,      31.56 
      0.35,       2.09,      13.92,       4.92,      26.49,     175.78 
     -1.41,     -13.15,     -17.79,     -17.96,    -165.33,    -224.41 
    -16.81,       2.06,      -5.51,    -210.32,      26.04,     -70.79 
     14.82,      13.26,       0.24,     186.88,     167.20,       3.11 
      4.11,       4.81,      -4.93,      56.10,      64.63,     -65.79 
      2.08,       9.36,     -10.91,      27.53,     118.80,    -138.62 
     -3.41,       4.54,       2.87,     -28.38,      50.20,      25.66 
     -4.48,       3.74,      -3.62,     -64.06,      51.82,     -49.85 
     10.24,     -10.31,      13.22,     129.59,    -128.35,     166.67 
      4.16,     -17.16,     -11.45,      52.70,    -214.33,    -143.58 
      5.93,       9.60,       1.15,      75.07,     123.04,      15.78 
     -3.69,      -0.39,      -2.76,     -50.25,     -11.36,     -32.87 
     -4.51,       3.18,       3.95,     -62.27,      46.46,      53.72 
     -4.84,       4.00,      -3.83,     -63.21,      56.45,     -54.29 
    -14.69,       5.22,     -11.97,    -183.95,      65.08,    -150.55 
     -4.09,      -2.24,       4.18,     -57.35,     -32.42,      59.93 
    -10.49,      -1.86,      -8.56,    -132.74,     -23.22,    -109.39 
    -13.94,      -9.78,       8.14,    -174.10,    -121.78,     102.04 
    -17.49,       0.40,      -4.69,    -217.36,       5.67,     -56.61 
     -1.47,      10.36,      -9.10,     -19.42,     130.92,    -116.44 
     19.68,      -8.82,       2.50,     247.36,    -111.24,      31.13 
     12.69,      18.20,      -4.51,     158.66,     227.87,     -56.68 
    -11.94,      11.26,      47.32,    -127.64,     119.33,     523.69 
     -6.47,      -6.10,      14.45,     -80.83,     -75.91,     180.37 
     10.26,      -0.10,      17.80,     128.96,      -1.69,     222.65 
     38.79,      31.97,    -125.04,     487.51,     400.94,   -1563.16 
      0.83,     -15.69,      -0.41,      11.73,    -195.61,      -4.93 
     10.91,      14.60,      -6.54,     138.04,     183.91,     -82.36 
     11.92,      18.18,     -10.97,     150.02,     227.92,    -137.95 
     -1.96,       9.66,       8.38,     -27.25,     122.57,     107.52 
     -5.88,       5.43,       6.07,     -78.28,      71.89,      79.10 
     -4.31,       2.35,       3.83,     -62.66,      32.36,      47.12 
     15.99,      -6.83,      11.27,     201.11,     -86.31,     142.22 
      3.98,      11.85,       1.25,      52.08,     150.39,      14.60 
     -8.62,      10.65,      13.33,    -109.27,     134.91,     168.33 
     -4.95,      -4.49,      -4.05,     -66.24,     -59.79,     -54.07 
      9.83,       9.16,     -10.54,     125.20,     115.89,    -133.37 
     -0.81,      11.64,     -14.08,      -9.10,     145.54,    -175.73 
     -3.15,      12.99,      -3.31,     -39.42,     161.99,     -41.43 
     -7.35,       4.78,       4.19,     -89.28,      60.24,      52.50 
     -7.82,      10.00,      11.71,     -97.76,     124.71,     146.78 
     12.50,      19.76,      -3.17,     156.77,     247.41,     -39.73 
     13.06,      11.85,       3.03,     165.53,     149.79,      38.61 
     -6.21,      10.17,      10.01,     -76.58,     126.18,     124.93 
      7.92,       4.61,       7.41,      98.93,      57.34,      91.89 
      7.09,     -16.36,       0.84,      89.67,    -207.21,      11.39 
    -20.55,      -3.16,      -3.31,    -258.24,     -39.63,     -40.94 
     -2.53,      -6.32,      14.26,     -31.54,     -79.33,     178.67 
     -5.15,      16.60,       1.16,     -64.85,     208.38,      14.50 
      1.07,       5.93,      10.48,      14.24,      76.60,     133.40 
     11.27,      17.20,       0.03,     142.44,     216.13,       0.24 
     22.32,       4.49,       1.62,     279.52,      55.48,      20.36 
     -4.04,      -3.53,      15.10,     -50.84,     -44.18,     188.88 
      6.58,       6.40,       8.47,      84.22,      81.22,     110.27 
      2.83,       2.51,      -0.98,      41.23,      38.93,     -24.25 
     -2.47,     -10.01,      13.75,     -31.39,    -127.30,     174.22 
      7.72,      -5.32,      -8.96,      99.31,     -69.23,    -115.34 
     14.63,      -9.11,       7.66,     183.98,    -115.15,      95.72 
    -12.77,      14.88,       1.52,    -160.46,     186.57,      17.68 
     11.39,     -14.80,      -0.37,     143.74,    -185.80,      -5.47 
     24.90,      -4.34,       5.63,     311.86,     -54.62,      70.65 
     -5.32,     -12.09,       6.99,     -68.11,    -153.28,      89.60 
      2.84,     -18.00,      -0.82,      35.98,    -224.91,     -10.80 
     11.34,     -13.12,      -6.61,     145.15,    -165.91,     -83.78 
      8.93,       9.01,      12.54,     111.50,     112.79,     156.84 
     -7.01,      -5.62,      -3.23,     -90.57,     -73.23,     -44.44 
     -7.22,      -7.67,       0.09,     -93.33,     -99.52,       1.57 
      7.30,     -15.94,       4.21,      92.11,    -201.21,      53.70 
     -8.97,      -4.09,     -12.97,    -115.16,     -52.35,    -161.12 
      6.00,      -6.91,       0.01,      56.44,     -82.06,      -9.69 
      6.50,      -4.96,       5.39,      81.02,     -61.14,      69.01 
     -2.33,     -14.40,       7.89,     -28.78,    -179.78,      98.47 
     -5.56,      -6.86,      -2.08,     -73.49,     -87.94,     -29.03 
    -11.83,      10.81,      -2.96,    -149.48,     136.78,     -38.76 
     17.62,       0.53,      10.79,     222.07,       6.70,     135.64 
    -17.75,      -2.71,     -10.96,    -222.78,     -33.92,    -138.04 
     -6.65,      14.55,      -9.08,     -85.02,     182.65,    -114.91 
     16.55,      -0.91,      -5.29,     208.99,     -10.38,     -67.95 
     -5.21,      -4.53,      -5.27,     -66.11,     -60.90,     -71.50 
    -15.43,       6.65,     -13.66,    -193.71,      83.34,    -171.85 
     -8.51,       4.97,      -9.85,    -105.46,      61.87,    -121.83 
      1.34,       4.27,      11.32,      17.89,      52.87,     124.90 
     -7.42,       1.64,       6.98,     -92.99,      20.52,      85.80 
     -4.83,      10.91,     -11.62,     -60.40,     136.68,    -146.57 
    -16.78,      -6.20,      13.27,    -209.32,     -77.41,     166.28 
      8.31,       1.29,      11.15,     105.61,      15.10,     140.20 
     -2.11,      -4.44,      -8.86,     -26.04,     -55.61,    -114.93 
      3.10,      -4.52,     -17.92,      38.71,     -57.95,    -225.52 
     -2.52,       3.13,     -12.80,     -32.30,      38.81,    -158.60 
    -11.84,      -6.84,      11.72,    -149.23,     -85.54,     147.71 
      2.01,     -12.79,      -3.50,      25.69,    -162.93,     -43.87 
      4.42,     -13.67,      14.14,      55.78,    -172.19,     178.16 
     -6.32,       5.37,      -5.74,     -78.61,      66.59,     -70.68 
     -2.62,      24.02,      -4.10,     -32.64,     300.60,     -51.48 
     11.17,      12.82,      -4.87,     142.16,     161.83,     -62.24 
    -14.36,      -8.54,      -6.88,    -180.32,    -107.78,     -87.89 
     10.37,      -7.32,     -13.92,     131.21,     -92.97,    -176.51 
     10.59,       7.43,       2.57,     132.74,      93.05,      32.59 
     17.07,      -6.31,      -0.11,     215.12,     -80.14,      -0.85 
    -13.79,      -8.87,       5.21,    -172.17,    -111.09,      64.23 
      5.42,      -6.05,       5.04,      70.69,     -79.30,      66.73 
     -2.17,     -21.05,       7.67,     -26.67,    -263.58,      96.36 
     -8.22,       1.09,      11.53,    -103.97,      15.31,     146.54 
    -10.61,      -7.79,     -16.01,    -132.19,     -97.45,    -200.80 
     -9.36,      -1.82,      -1.35,    -121.66,     -23.37,     -15.53 
      1.36,       3.91,       1.22,      16.20,      42.62,      21.21 
     11.80,       3.38,     -16.93,     149.08,      43.08,    -213.34 
    -15.56,      -4.93,       1.10,    -195.53,     -62.82,      14.51 
      9.50,      12.54,       2.54,     120.89,     159.56,      33.29 
     -5.08,      -5.69,       3.60,     -68.65,     -74.76,      49.98 
     12.18,      14.23,      12.06,     152.56,     177.71,     150.31 
     -6.53,      -7.30,       8.68,     -82.95,     -93.38,     111.68 
     -8.50,      -6.06,     -10.52,    -108.14,     -76.36,    -133.35 
     -5.05,      -4.27,      -2.87,     -69.83,     -59.17,     -40.17 
     -8.08,      -6.99,      -3.67,    -102.71,     -89.91,     -44.89 
    -10.64,       0.80,      -9.84,    -135.08,      11.62,    -125.56 
     -9.85,      16.56,      -1.65,    -123.56,     207.61,     -20.67 
      6.18,     -11.17,     -17.26,      77.82,    -139.92,    -216.61 
     -4.12,     -10.73,     -15.80,     -50.91,    -135.11,    -198.83 
     -3.91,     -18.98,      -2.28,     -49.56,    -238.67,     -28.59 
    -13.34,     -10.52,       1.49,    -165.67,    -131.83,      18.42 
     -3.03,       1.00,       6.89,     -38.19,      12.84,      85.84 
    -13.96,     -10.75,       7.52,    -174.35,    -134.79,      95.19 
      5.11,       5.58,       6.62,      67.39,      73.53,      86.11 
     -5.11,       5.67,       5.76,     -69.02,      75.08,      74.95 
      0.99,     -23.90,       4.17,      12.80,    -299.45,      52.22 
      3.20,      -3.03,      13.91,      40.71,     -38.50,     173.77 
     15.94,      -8.15,      -8.87,     200.99,    -102.69,    -112.01 
    -17.53,       5.82,      -5.35,    -219.08,      72.75,     -68.01 
     15.10,     -18.98,      -3.84,     189.91,    -237.92,     -48.42 
     -5.28,      -4.62,      -2.82,     -71.86,     -54.33,     -42.01 
     -1.78,      -5.04,      15.48,     -21.85,     -63.17,     192.96 
      5.20,      -5.63,       5.98,      69.44,     -73.68,      78.23 
     18.51,      -0.89,      -5.50,     231.61,     -11.35,     -69.28 
      0.42,     -18.26,     -10.29,       5.61,    -229.35,    -129.82 
     -7.54,     -10.23,      -8.45,     -96.04,    -129.66,    -107.73 
     -6.75,      -2.88,       3.72,     -90.79,     -40.23,      44.86 
     -5.02,      -8.47,      -3.40,     -66.89,    -107.35,     -43.52 
      5.89,       9.49,      -6.24,      75.92,     121.59,     -79.58 
    -11.17,      -3.22,       2.42,    -142.21,     -43.35,      33.75 
      0.17,     -14.06,      -5.76,       2.66,    -178.15,     -72.13 
     -8.49,       4.69,      -5.95,    -109.94,      63.22,     -79.68 
    -12.11,     -11.36,       3.15,    -153.14,    -142.49,      39.93 
    -11.12,      -8.19,       1.65,    -140.69,    -103.75,      21.59 
     10.61,     -13.67,      -3.12,     135.29,    -173.27,     -40.26 
      3.27,       3.17,       5.49,      45.18,      33.14,      66.67 
     -6.29,      11.04,       5.97,     -78.21,     137.49,      74.69 
     -2.24,       4.84,      -3.58,     -33.84,      62.96,     -50.61 
     -1.34,       4.76,       3.33,     -18.77,      61.83,      46.49 
     -8.01,      -2.84,       4.06,     -98.70,     -38.08,      52.10 
     -7.86,      -6.13,       7.67,     -99.91,     -79.39,      97.51 
      8.09,       1.99,     -15.26,     102.97,      25.97,    -193.33 
     14.96,      -7.74,       5.17,     188.85,     -97.45,      65.71 
     -1.76,      -3.97,       5.36,     -26.62,     -54.09,      70.63 
     -6.20,      -6.73,      10.46,     -78.21,     -85.63,     132.86 
      0.91,     -12.42,      12.65,      12.00,    -156.47,     159.57 
      8.93,     -15.81,      -8.97,     112.98,    -199.57,    -113.68 
     20.08,      -5.20,      -0.29,     251.06,     -65.56,      -3.94 
     10.68,       0.27,     -15.16,     134.60,       2.52,    -190.44 
      8.04,       2.67,       7.79,     100.87,      34.16,      95.39 
      9.89,      -9.55,      10.09,     122.53,    -120.04,     125.89 
      1.87,       4.97,      -4.52,      25.58,      69.35,     -54.43 
    -19.53,       5.43,       7.71,    -244.81,      68.02,      96.81 
     -8.27,      -8.39,       0.54,    -106.13,    -108.29,       7.70 
      5.00,     -16.68,     -12.80,      62.85,    -209.74,    -160.35 
      0.77,       7.85,      -9.80,       8.98,     100.21,    -123.81 
    -11.25,      -8.52,      -6.68,    -141.48,    -107.92,     -85.12 
     -6.18,      -0.44,       6.66,     -79.95,      -5.68,      83.68 
     -8.05,      -1.43,      -8.01,    -102.63,     -19.65,    -102.85 
